type,bank,distance,amount,min,medium,time,label
PERSON,GTB,22,14000,8940,MOBILE,2023-08-12T21:02:19Z,Clean
PERSON,GTB,4,41000,51940,MOBILE,2023-08-12T21:03:00Z,Clean
PERSON,FINTECH BANKS,3,53000,12930,MOBILE,2023-08-12T21:03:21Z,Clean
PERSON,ACCESS BANK,29,75000,13070,MOBILE,2023-08-12T21:05:06Z,Clean
PERSON,FINTECH BANKS,14,55000,9940,MOBILE,2023-08-12T21:05:07Z,Clean
PERSON,FIRST BANK,24,19000,23650,MOBILE,2023-08-12T21:08:15Z,Clean
PERSON,FIRST BANK,5,274000,60,MOBILE,2023-08-12T21:13:18Z,Clean
PERSON,EXAMPLE BANK,27,20000,1130,MOBILE,2023-08-12T21:14:18Z,Clean
PERSON,ACCESS BANK,9,32000,14850,WEB,2023-08-12T21:19:09Z,Clean
PERSON,GTB,10,10000,7020,MOBILE,2023-08-12T21:21:07Z,Clean
MERCHANT,GTB,1,99000,79940,MOBILE,2023-08-12T21:22:03Z,Clean
PERSON,FIRST BANK,22,79000,75530,MOBILE,2023-08-12T21:23:11Z,Clean
PERSON,FIDELITY BANK,50,182000,40,MOBILE,2023-08-12T22:03:16Z,Clean
PERSON,ACCESS BANK,11,3000,41530,MOBILE,2023-08-12T22:05:22Z,Clean
PERSON,FIRST BANK,15,4000,14250,MOBILE,2023-08-12T22:08:09Z,Clean
BUSINESS,ECOBANK,30,299000,11130,MOBILE,2023-08-12T22:13:09Z,Clean
PERSON,FINTECH BANKS,1,6000,88390,WEB,2023-08-12T22:14:16Z,Clean
PERSON,ACCESS BANK,6,47000,1700,MOBILE,2023-08-12T22:16:16Z,Clean
PERSON,FIRST BANK,9,260000,8830,MOBILE,2023-08-12T22:17:02Z,Clean
PERSON,FIRST BANK,9,31000,9430,MOBILE,2023-08-12T22:21:03Z,Clean
PERSON,GTB,7,13000,80150,MOBILE,2023-08-12T22:21:19Z,Clean
PERSON,FINTECH BANKS,0,488000,58570,MOBILE,2023-08-12T22:22:19Z,Clean
MERCHANT,FIRST BANK,16,243000,43590,MOBILE,2023-08-12T23:00:21Z,Clean
PERSON,FINTECH BANKS,7,6000,970,MOBILE,2023-08-12T23:08:04Z,Clean
PERSON,OTHER_TIER1_BANKS,43,118000,14530,MOBILE,2023-08-12T23:12:10Z,Clean
PERSON,FIDELITY BANK,6,60000,70,IN-BRANCH,2023-08-12T23:12:20Z,Clean
PERSON,FIRST BANK,8,47000,14630,MOBILE,2023-08-12T23:13:02Z,Clean
PERSON,STERLING BANK,17,59000,14230,MOBILE,2023-08-12T23:17:04Z,Clean
PERSON,UBA,12,69000,850,IN-BRANCH,2023-08-12T23:17:14Z,Clean
PERSON,FIDELITY BANK,3,11000,12260,WEB,2023-08-12T23:22:19Z,Clean
PERSON,ACCESS BANK,10,213000,11540,WEB,2023-08-13T00:02:14Z,Clean
MERCHANT,ACCESS BANK,9,12000,7100,MOBILE,2023-08-13T00:06:14Z,Clean
PERSON,GTB,5,4000,41550,MOBILE,2023-08-13T00:14:06Z,Clean
PERSON,FINTECH BANKS,28,55000,10870,IN-BRANCH,2023-08-13T00:15:11Z,Clean
PERSON,UBA,6,32000,14310,WEB,2023-08-13T00:16:00Z,Clean
PERSON,FIRST BANK,26,12000,51060,MOBILE,2023-08-13T00:16:03Z,Clean
PERSON,FINTECH BANKS,25,35000,28280,MOBILE,2023-08-13T00:16:07Z,Clean
PERSON,UBA,0,16000,25950,WEB,2023-08-13T00:18:13Z,Clean
MERCHANT,GTB,39,66000,32850,MOBILE,2023-08-13T01:00:16Z,Clean
PERSON,FIRST BANK,15,9000,5460,MOBILE,2023-08-13T01:00:21Z,Clean
PERSON,FINTECH BANKS,1,3000,56740,WEB,2023-08-13T01:03:19Z,Clean
PERSON,FIRST BANK,23,10000,3790,MOBILE,2023-08-13T01:07:21Z,Clean
PERSON,FIRST BANK,18,56000,66270,MOBILE,2023-08-13T01:11:18Z,Clean
PERSON,UBA,51,49000,2760,MOBILE,2023-08-13T01:13:21Z,Clean
PERSON,FINTECH BANKS,12,8000,14940,MOBILE,2023-08-13T01:18:05Z,Clean
PERSON,ECOBANK,1,102000,23420,MOBILE,2023-08-13T01:19:23Z,Clean
PERSON,GTB,7,16000,48180,MOBILE,2023-08-13T01:22:07Z,Clean
PERSON,ACCESS BANK,4,38000,61380,WEB,2023-08-13T01:22:18Z,Clean
PERSON,GTB,4,297000,9170,MOBILE,2023-08-13T01:23:08Z,Clean
PERSON,ACCESS BANK,29,18000,7290,MOBILE,2023-08-13T02:01:03Z,Clean
PERSON,OTHER_TIER1_BANKS,23,95000,84940,MOBILE,2023-08-13T02:01:15Z,Clean
PERSON,FIRST BANK,5,4000,14380,WEB,2023-08-13T02:03:22Z,Clean
PERSON,ECOBANK,10,16000,6010,WEB,2023-08-13T02:05:01Z,Clean
PERSON,FIRST BANK,1,39000,13370,MOBILE,2023-08-13T02:07:13Z,Clean
MERCHANT,FIDELITY BANK,5,290000,87670,MOBILE,2023-08-13T02:07:20Z,Clean
BUSINESS,FINTECH BANKS,5,212000,320,MOBILE,2023-08-13T02:13:03Z,Clean
PERSON,GTB,1,296000,73570,MOBILE,2023-08-13T03:02:08Z,Clean
PERSON,OTHER_TIER1_BANKS,0,16000,11980,MOBILE,2023-08-13T03:05:16Z,Clean
PERSON,EXAMPLE BANK,7,136000,36900,WEB,2023-08-13T03:08:06Z,Clean
PERSON,FIRST BANK,3,14000,780,WEB,2023-08-13T03:10:17Z,Clean
PERSON,ECOBANK,17,506000,77880,MOBILE,2023-08-13T03:20:19Z,Clean
PERSON,FIRST BANK,2,1349000,63450,WEB,2023-08-13T03:21:13Z,Clean
PERSON,OTHER_TIER1_BANKS,1,9000,12480,MOBILE,2023-08-13T04:00:05Z,Clean
BUSINESS,ACCESS BANK,10,5000,1520,WEB,2023-08-13T04:01:04Z,Clean
PERSON,ACCESS BANK,5,2000,34150,MOBILE,2023-08-13T04:02:19Z,Clean
PERSON,ECOBANK,10,8000,1130,MOBILE,2023-08-13T04:03:18Z,Clean
PERSON,STERLING BANK,4,4000,12360,MOBILE,2023-08-13T04:05:00Z,Clean
PERSON,UBA,21,112000,68800,MOBILE,2023-08-13T04:05:01Z,Clean
PERSON,STERLING BANK,46,89000,24180,MOBILE,2023-08-13T04:05:22Z,Clean
PERSON,FINTECH BANKS,12,3000,29760,MOBILE,2023-08-13T04:06:08Z,Clean
PERSON,STERLING BANK,0,92000,730,MOBILE,2023-08-13T05:01:12Z,Clean
PERSON,ACCESS BANK,11,7000,60860,MOBILE,2023-08-13T05:01:18Z,Clean
PERSON,ACCESS BANK,21,70000,54290,MOBILE,2023-08-13T05:02:04Z,Clean
PERSON,FINTECH BANKS,16,6000,38210,WEB,2023-08-13T05:02:09Z,Clean
PERSON,FIDELITY BANK,4,42000,610,WEB,2023-08-13T05:16:05Z,Clean
MERCHANT,FIRST BANK,31,1485000,78180,MOBILE,2023-08-13T05:17:02Z,Clean
PERSON,GTB,30,3000,29400,MOBILE,2023-08-13T05:18:01Z,Clean
PERSON,FIRST BANK,6,6000,84840,MOBILE,2023-08-13T05:20:12Z,Clean
MERCHANT,GTB,26,84000,3710,MOBILE,2023-08-13T05:21:13Z,Clean
PERSON,FIRST BANK,14,246000,10400,MOBILE,2023-08-13T05:22:17Z,Clean
PERSON,FIRST BANK,6,30000,8810,MOBILE,2023-08-13T05:23:15Z,Clean
BUSINESS,FIRST BANK,14,11000,39920,MOBILE,2023-08-13T06:04:07Z,Clean
PERSON,FIDELITY BANK,6,199000,23670,WEB,2023-08-13T06:05:13Z,Clean
PERSON,ACCESS BANK,5,743000,13880,MOBILE,2023-08-13T06:07:06Z,Clean
PERSON,GTB,6,174000,12680,WEB,2023-08-13T06:07:22Z,Clean
PERSON,OTHER_TIER1_BANKS,3,15000,7010,IN-BRANCH,2023-08-13T06:09:02Z,Clean
BUSINESS,UBA,4,184000,45180,WEB,2023-08-13T06:11:02Z,Clean
PERSON,ACCESS BANK,13,242000,38330,MOBILE,2023-08-13T06:11:20Z,Clean
PERSON,STERLING BANK,7,466000,60,MOBILE,2023-08-13T06:16:23Z,Clean
PERSON,ECOBANK,21,263000,85680,MOBILE,2023-08-13T06:21:22Z,Clean
PERSON,UBA,13,6000,10000,MOBILE,2023-08-13T07:04:04Z,Clean
MERCHANT,ECOBANK,13,1719000,68430,MOBILE,2023-08-13T07:04:21Z,Clean
PERSON,GTB,8,7000,45930,MOBILE,2023-08-13T07:07:10Z,Clean
BUSINESS,GTB,10,244000,13430,MOBILE,2023-08-13T07:13:22Z,Clean
PERSON,ACCESS BANK,14,242000,60200,WEB,2023-08-13T07:14:00Z,Clean
PERSON,STERLING BANK,4,1000,780,WEB,2023-08-13T07:15:17Z,Clean
PERSON,UNION BANK,13,192000,13820,MOBILE,2023-08-13T07:22:15Z,Clean
PERSON,UNION BANK,11,230000,61760,MOBILE,2023-08-13T07:22:18Z,Clean
PERSON,FIDELITY BANK,10,666000,60860,MOBILE,2023-08-13T07:22:19Z,Clean
PERSON,FIRST BANK,23,5000,11580,MOBILE,2023-08-13T08:00:21Z,Clean
PERSON,FINTECH BANKS,22,8000,87860,MOBILE,2023-08-13T08:04:05Z,Clean
PERSON,ACCESS BANK,22,227000,1040,MOBILE,2023-08-13T08:04:06Z,Clean
MERCHANT,GTB,4,90000,14620,MOBILE,2023-08-13T08:07:21Z,Clean
PERSON,ACCESS BANK,0,15000,9170,IN-BRANCH,2023-08-13T08:09:14Z,Clean
MERCHANT,GTB,14,71000,27180,WEB,2023-08-13T08:11:20Z,Clean
PERSON,UNION BANK,7,257000,8770,WEB,2023-08-13T08:12:02Z,Clean
PERSON,FIRST BANK,6,271000,4610,MOBILE,2023-08-13T08:16:05Z,Clean
PERSON,OTHER_TIER1_BANKS,13,10000,13460,MOBILE,2023-08-13T08:16:08Z,Clean
PERSON,FINTECH BANKS,21,41000,54710,WEB,2023-08-13T08:16:23Z,Clean
PERSON,FINTECH BANKS,11,35000,52720,MOBILE,2023-08-13T08:21:09Z,Clean
PERSON,ACCESS BANK,0,120000,540,MOBILE,2023-08-13T09:01:04Z,Clean
PERSON,GTB,10,64000,710,WEB,2023-08-13T09:05:08Z,Clean
PERSON,ACCESS BANK,6,7000,49310,MOBILE,2023-08-13T09:06:01Z,Clean
PERSON,ECOBANK,1,8000,12800,MOBILE,2023-08-13T09:06:17Z,Clean
PERSON,UBA,25,36000,12960,MOBILE,2023-08-13T09:07:19Z,Clean
PERSON,GTB,6,33000,53350,WEB,2023-08-13T09:10:04Z,Clean
PERSON,ACCESS BANK,20,79000,12470,MOBILE,2023-08-13T09:14:05Z,Clean
PERSON,EXAMPLE BANK,3,42000,77350,MOBILE,2023-08-13T09:21:05Z,Clean
PERSON,GTB,15,80000,1020,MOBILE,2023-08-13T09:23:12Z,Clean
BUSINESS,STERLING BANK,2,6000,35760,MOBILE,2023-08-13T10:00:17Z,Clean
PERSON,ACCESS BANK,7,266000,350,MOBILE,2023-08-13T10:03:10Z,Clean
PERSON,FIRST BANK,18,49000,10680,MOBILE,2023-08-13T10:05:18Z,Clean
PERSON,ACCESS BANK,9,14000,46050,MOBILE,2023-08-13T10:07:16Z,Clean
PERSON,FIRST BANK,1,90000,42890,MOBILE,2023-08-13T10:07:21Z,Clean
PERSON,GTB,14,12000,14660,MOBILE,2023-08-13T10:12:03Z,Clean
PERSON,UBA,21,4000,7080,MOBILE,2023-08-13T10:12:21Z,Clean
PERSON,GTB,17,16000,7560,WEB,2023-08-13T10:16:21Z,Clean
PERSON,FIRST BANK,9,5000,13980,MOBILE,2023-08-13T10:19:08Z,Clean
PERSON,UBA,10,3000,940,MOBILE,2023-08-13T10:20:15Z,Clean
PERSON,GTB,8,55000,31680,MOBILE,2023-08-13T11:04:01Z,Clean
PERSON,FINTECH BANKS,7,11000,8290,MOBILE,2023-08-13T11:04:14Z,Clean
PERSON,ACCESS BANK,7,59000,1450,MOBILE,2023-08-13T11:04:15Z,Clean
PERSON,FIRST BANK,21,5000,12230,MOBILE,2023-08-13T11:05:02Z,Clean
PERSON,ACCESS BANK,19,2000,1170,MOBILE,2023-08-13T11:09:01Z,Clean
PERSON,FINTECH BANKS,31,44000,70730,MOBILE,2023-08-13T11:11:21Z,Clean
PERSON,UBA,7,5000,14980,MOBILE,2023-08-13T11:12:10Z,Clean
PERSON,ECOBANK,10,6000,53220,MOBILE,2023-08-13T11:14:18Z,Clean
PERSON,FINTECH BANKS,15,73000,11530,MOBILE,2023-08-13T11:18:09Z,Clean
MERCHANT,ACCESS BANK,5,218000,10270,WEB,2023-08-13T11:18:12Z,Clean
MERCHANT,FIRST BANK,10,125000,350,WEB,2023-08-13T11:18:12Z,Clean
PERSON,GTB,3,7000,13980,MOBILE,2023-08-13T11:19:06Z,Clean
PERSON,ACCESS BANK,12,77000,9440,MOBILE,2023-08-13T11:20:01Z,Clean
PERSON,GTB,10,32000,6860,WEB,2023-08-13T11:22:13Z,Clean
PERSON,FIDELITY BANK,19,17000,12710,MOBILE,2023-08-13T11:23:07Z,Clean
PERSON,GTB,3,86000,1000,WEB,2023-08-13T12:03:08Z,Clean
PERSON,ACCESS BANK,3,1003000,64750,MOBILE,2023-08-13T12:05:08Z,Clean
PERSON,FIDELITY BANK,8,1796000,9940,WEB,2023-08-13T12:06:09Z,Clean
PERSON,FIDELITY BANK,15,211000,41060,MOBILE,2023-08-13T12:11:07Z,Clean
PERSON,FINTECH BANKS,11,253000,20900,WEB,2023-08-13T12:11:11Z,Clean
PERSON,FIRST BANK,7,9000,80420,MOBILE,2023-08-13T12:19:03Z,Clean
PERSON,ACCESS BANK,8,105000,45630,MOBILE,2023-08-13T12:21:06Z,Clean
PERSON,FIRST BANK,10,6000,11660,WEB,2023-08-13T13:01:08Z,Clean
PERSON,FIRST BANK,9,98000,51150,MOBILE,2023-08-13T13:08:19Z,Clean
PERSON,UBA,16,49000,84320,MOBILE,2023-08-13T13:09:00Z,Clean
PERSON,GTB,33,115000,6240,MOBILE,2023-08-13T13:10:14Z,Clean
PERSON,FIDELITY BANK,23,71000,11060,MOBILE,2023-08-13T13:14:13Z,Clean
PERSON,FIRST BANK,8,167000,9220,MOBILE,2023-08-13T13:16:03Z,Clean
PERSON,FIRST BANK,40,5000,6210,MOBILE,2023-08-13T13:19:06Z,Clean
PERSON,OTHER_TIER1_BANKS,9,14000,66990,MOBILE,2023-08-13T13:19:14Z,Clean
PERSON,GTB,4,9000,12260,MOBILE,2023-08-13T13:20:08Z,Clean
PERSON,UBA,7,1000,48550,MOBILE,2023-08-13T13:22:17Z,Clean
PERSON,FIRST BANK,25,40000,30,WEB,2023-08-13T13:23:10Z,Clean
PERSON,UBA,15,57000,10590,WEB,2023-08-13T13:23:23Z,Clean
PERSON,GTB,11,12000,55300,MOBILE,2023-08-13T14:00:19Z,Clean
PERSON,UBA,22,1858000,65830,MOBILE,2023-08-13T14:04:22Z,Clean
PERSON,ACCESS BANK,35,4000,60690,MOBILE,2023-08-13T14:10:18Z,Clean
PERSON,ACCESS BANK,11,10000,680,MOBILE,2023-08-13T14:11:12Z,Clean
PERSON,FIRST BANK,12,37000,39480,MOBILE,2023-08-13T14:15:04Z,Clean
PERSON,FIDELITY BANK,26,15000,10350,MOBILE,2023-08-13T14:15:22Z,Clean
PERSON,OTHER_TIER1_BANKS,18,66000,36530,MOBILE,2023-08-13T14:16:22Z,Clean
BUSINESS,FIRST BANK,7,76000,51760,WEB,2023-08-13T14:22:19Z,Clean
PERSON,GTB,8,3000,12970,MOBILE,2023-08-13T14:22:23Z,Clean
PERSON,FIDELITY BANK,9,68000,71850,MOBILE,2023-08-13T15:01:16Z,Clean
PERSON,EXAMPLE BANK,4,277000,36270,MOBILE,2023-08-13T15:08:03Z,Clean
PERSON,EXAMPLE BANK,32,208000,12810,MOBILE,2023-08-13T15:08:17Z,Clean
PERSON,FIRST BANK,14,224000,30,MOBILE,2023-08-13T15:09:16Z,Clean
PERSON,FINTECH BANKS,19,20000,12420,MOBILE,2023-08-13T15:09:20Z,Clean
PERSON,GTB,12,12000,930,MOBILE,2023-08-13T15:10:03Z,Clean
PERSON,FIRST BANK,14,38000,600,MOBILE,2023-08-13T15:10:22Z,Clean
PERSON,GTB,11,9000,47260,MOBILE,2023-08-13T15:12:04Z,Clean
MERCHANT,FIRST BANK,0,2000,22810,MOBILE,2023-08-13T15:12:16Z,Clean
PERSON,FIDELITY BANK,14,74000,73410,MOBILE,2023-08-13T15:13:04Z,Clean
PERSON,ACCESS BANK,26,1347000,79930,MOBILE,2023-08-13T15:13:10Z,Clean
PERSON,ACCESS BANK,15,235000,65830,MOBILE,2023-08-13T16:01:22Z,Clean
PERSON,UBA,26,11000,22070,WEB,2023-08-13T16:02:10Z,Clean
PERSON,ACCESS BANK,10,37000,5820,MOBILE,2023-08-13T16:02:18Z,Clean
PERSON,FIRST BANK,8,91000,11250,MOBILE,2023-08-13T16:05:12Z,Clean
PERSON,FIRST BANK,9,251000,63850,MOBILE,2023-08-13T16:06:06Z,Clean
PERSON,FIRST BANK,0,170000,12060,MOBILE,2023-08-13T16:11:08Z,Clean
PERSON,FIRST BANK,10,1107000,10410,MOBILE,2023-08-13T16:15:04Z,Clean
MERCHANT,GTB,12,9000,420,MOBILE,2023-08-13T17:03:15Z,Clean
PERSON,ACCESS BANK,21,1608000,63940,MOBILE,2023-08-13T17:05:13Z,Clean
PERSON,UNION BANK,7,222000,2890,MOBILE,2023-08-13T17:13:04Z,Clean
BUSINESS,FIRST BANK,27,952000,8700,MOBILE,2023-08-13T17:13:14Z,Clean
PERSON,ECOBANK,11,42000,9,MOBILE,2023-08-13T17:16:03Z,Clean
MERCHANT,ACCESS BANK,8,266000,55080,MOBILE,2023-08-13T17:16:20Z,Clean
PERSON,STERLING BANK,10,61000,13500,WEB,2023-08-13T17:19:04Z,Clean
PERSON,UBA,18,43000,88880,MOBILE,2023-08-13T17:19:06Z,Clean
PERSON,FIRST BANK,9,17000,21190,MOBILE,2023-08-13T17:19:08Z,Clean
PERSON,STERLING BANK,12,12000,12120,MOBILE,2023-08-13T17:22:03Z,Clean
BUSINESS,FIRST BANK,9,226000,9690,MOBILE,2023-08-13T18:02:14Z,Clean
PERSON,ACCESS BANK,9,1000,21460,MOBILE,2023-08-13T18:04:20Z,Clean
PERSON,FIRST BANK,5,76000,12070,MOBILE,2023-08-13T18:13:23Z,Clean
PERSON,ECOBANK,32,13000,43440,WEB,2023-08-13T18:17:12Z,Clean
PERSON,ACCESS BANK,4,3000,76420,MOBILE,2023-08-13T18:19:00Z,Clean
PERSON,GTB,4,46000,79610,MOBILE,2023-08-13T18:19:14Z,Clean
PERSON,FIRST BANK,24,1845000,39230,MOBILE,2023-08-13T18:19:16Z,Clean
PERSON,FIDELITY BANK,4,48000,26560,IN-BRANCH,2023-08-13T18:20:15Z,Clean
BUSINESS,ACCESS BANK,0,8000,14150,MOBILE,2023-08-13T18:23:01Z,Clean
PERSON,FIDELITY BANK,4,274000,14390,MOBILE,2023-08-13T18:23:12Z,Clean
BUSINESS,ACCESS BANK,8,219000,65030,MOBILE,2023-08-13T18:23:16Z,Clean
PERSON,EXAMPLE BANK,14,16000,300,IN-BRANCH,2023-08-13T19:03:08Z,Clean
PERSON,GTB,4,3000,3080,MOBILE,2023-08-13T19:03:13Z,Clean
PERSON,OTHER_TIER1_BANKS,15,18000,8170,WEB,2023-08-13T19:08:15Z,Clean
PERSON,UNION BANK,11,146000,14710,IN-BRANCH,2023-08-13T19:08:15Z,Clean
PERSON,GTB,10,44000,7480,MOBILE,2023-08-13T19:11:15Z,Clean
PERSON,OTHER_TIER1_BANKS,12,1000,53780,MOBILE,2023-08-13T19:17:08Z,Clean
PERSON,ACCESS BANK,9,51000,76960,WEB,2023-08-13T19:19:05Z,Clean
PERSON,ACCESS BANK,7,42000,580,MOBILE,2023-08-13T19:20:21Z,Clean
PERSON,FIRST BANK,21,226000,47260,MOBILE,2023-08-13T20:03:07Z,Clean
PERSON,UBA,16,1255000,10100,MOBILE,2023-08-13T20:06:01Z,Clean
PERSON,FIDELITY BANK,22,10000,370,MOBILE,2023-08-13T20:06:22Z,Clean
PERSON,STERLING BANK,18,76000,20020,WEB,2023-08-13T20:10:13Z,Clean
PERSON,FIRST BANK,22,3000,14750,WEB,2023-08-13T20:18:20Z,Clean
PERSON,FINTECH BANKS,9,110000,2090,WEB,2023-08-13T20:20:08Z,Clean
BUSINESS,UBA,7,258000,920,MOBILE,2023-08-13T21:00:05Z,Clean
PERSON,GTB,6,2000,650,WEB,2023-08-13T21:03:14Z,Clean
PERSON,FIRST BANK,46,38000,3820,MOBILE,2023-08-13T21:09:16Z,Clean
PERSON,GTB,3,44000,10160,MOBILE,2023-08-13T21:09:20Z,Clean
PERSON,OTHER_TIER1_BANKS,15,9000,14610,WEB,2023-08-13T21:10:08Z,Clean
PERSON,EXAMPLE BANK,7,218000,47980,MOBILE,2023-08-13T21:12:02Z,Clean
PERSON,FINTECH BANKS,24,46000,70790,MOBILE,2023-08-13T21:14:05Z,Clean
MERCHANT,FIRST BANK,0,33000,42760,MOBILE,2023-08-13T21:14:07Z,Clean
PERSON,FINTECH BANKS,12,210000,23900,MOBILE,2023-08-13T21:14:15Z,Clean
PERSON,FIRST BANK,8,6000,49500,WEB,2023-08-13T21:16:18Z,Clean
PERSON,UBA,15,243000,57670,MOBILE,2023-08-13T21:16:22Z,Clean
MERCHANT,GTB,14,114000,3280,WEB,2023-08-13T21:17:21Z,Clean
PERSON,FIDELITY BANK,8,35000,8480,MOBILE,2023-08-13T21:20:00Z,Clean
PERSON,ACCESS BANK,21,517000,12820,MOBILE,2023-08-13T21:21:19Z,Clean
PERSON,FINTECH BANKS,15,237000,12880,MOBILE,2023-08-13T21:22:00Z,Clean
PERSON,ACCESS BANK,15,43000,48850,MOBILE,2023-08-13T21:23:19Z,Clean
PERSON,ECOBANK,18,106000,72470,MOBILE,2023-08-13T22:00:07Z,Clean
PERSON,FIDELITY BANK,22,129000,5970,MOBILE,2023-08-13T22:01:20Z,Clean
PERSON,FIRST BANK,16,191000,9710,MOBILE,2023-08-13T22:05:21Z,Clean
PERSON,ACCESS BANK,29,18000,21060,MOBILE,2023-08-13T22:07:00Z,Clean
PERSON,GTB,6,8000,14680,MOBILE,2023-08-13T22:11:00Z,Clean
PERSON,ACCESS BANK,3,159000,33320,MOBILE,2023-08-13T22:12:20Z,Clean
PERSON,ACCESS BANK,18,1280000,10,MOBILE,2023-08-13T22:14:04Z,Clean
PERSON,FIDELITY BANK,6,1000,70470,MOBILE,2023-08-13T22:14:12Z,Clean
PERSON,ECOBANK,10,18000,12620,MOBILE,2023-08-13T22:14:14Z,Clean
PERSON,ACCESS BANK,19,11000,890,MOBILE,2023-08-13T22:16:00Z,Clean
PERSON,ACCESS BANK,22,50000,27110,MOBILE,2023-08-13T22:17:09Z,Clean
BUSINESS,FIRST BANK,19,3000,910,MOBILE,2023-08-13T22:17:10Z,Clean
PERSON,ACCESS BANK,1,57000,12100,MOBILE,2023-08-13T22:18:14Z,Clean
PERSON,GTB,18,247000,73250,MOBILE,2023-08-13T22:22:16Z,Clean
PERSON,FIRST BANK,2,47000,670,MOBILE,2023-08-13T23:06:11Z,Clean
PERSON,FIRST BANK,9,3000,71020,MOBILE,2023-08-13T23:09:18Z,Clean
MERCHANT,EXAMPLE BANK,1,59000,67590,MOBILE,2023-08-13T23:11:01Z,Clean
PERSON,FINTECH BANKS,5,38000,13530,MOBILE,2023-08-13T23:15:01Z,Clean
PERSON,ECOBANK,12,16000,27260,WEB,2023-08-14T00:02:01Z,Clean
PERSON,ECOBANK,10,8000,7940,MOBILE,2023-08-14T00:02:17Z,Clean
PERSON,FINTECH BANKS,11,71000,14600,MOBILE,2023-08-14T00:04:18Z,Clean
PERSON,FIRST BANK,41,102000,8310,WEB,2023-08-14T00:07:13Z,Clean
MERCHANT,ECOBANK,6,410000,67480,MOBILE,2023-08-14T00:07:15Z,Clean
MERCHANT,GTB,8,9000,67880,WEB,2023-08-14T00:09:05Z,Clean
PERSON,EXAMPLE BANK,1,12000,40190,MOBILE,2023-08-14T00:12:06Z,Clean
PERSON,GTB,27,10000,1130,WEB,2023-08-14T00:12:07Z,Clean
PERSON,ACCESS BANK,3,809000,7610,IN-BRANCH,2023-08-14T00:16:07Z,Clean
PERSON,FINTECH BANKS,5,17000,7160,WEB,2023-08-14T01:06:10Z,Clean
BUSINESS,OTHER_TIER1_BANKS,0,6000,6390,MOBILE,2023-08-14T01:07:06Z,Clean
PERSON,ACCESS BANK,11,2000,12950,MOBILE,2023-08-14T01:07:23Z,Clean
PERSON,GTB,6,70000,32670,MOBILE,2023-08-14T01:10:00Z,Clean
PERSON,FINTECH BANKS,2,19000,910,MOBILE,2023-08-14T01:10:06Z,Clean
PERSON,ECOBANK,24,1711000,54390,MOBILE,2023-08-14T01:11:04Z,Clean
PERSON,ACCESS BANK,28,276000,900,WEB,2023-08-14T01:19:08Z,Clean
PERSON,ACCESS BANK,42,1266000,10620,MOBILE,2023-08-14T01:21:09Z,Clean
PERSON,FINTECH BANKS,10,1000,6390,MOBILE,2023-08-14T01:21:14Z,Clean
PERSON,GTB,14,288000,8450,WEB,2023-08-14T02:05:07Z,Clean
PERSON,FIRST BANK,17,271000,73150,MOBILE,2023-08-14T02:05:18Z,Clean
PERSON,ACCESS BANK,11,67000,29010,MOBILE,2023-08-14T02:07:07Z,Clean
PERSON,OTHER_TIER1_BANKS,13,1622000,65390,MOBILE,2023-08-14T02:08:16Z,Clean
MERCHANT,UNION BANK,4,80000,14910,MOBILE,2023-08-14T02:15:05Z,Clean
PERSON,GTB,13,44000,63260,MOBILE,2023-08-14T02:16:04Z,Clean
PERSON,UBA,12,10000,69690,MOBILE,2023-08-14T02:18:06Z,Clean
PERSON,EXAMPLE BANK,38,186000,14950,MOBILE,2023-08-14T02:20:06Z,Clean
PERSON,FIRST BANK,10,4000,7370,WEB,2023-08-14T02:20:10Z,Clean
PERSON,GTB,8,144000,1940,WEB,2023-08-14T02:21:04Z,Clean
PERSON,GTB,8,62000,75150,MOBILE,2023-08-14T02:22:11Z,Clean
MERCHANT,FINTECH BANKS,28,73000,880,MOBILE,2023-08-14T02:23:17Z,Clean
BUSINESS,ACCESS BANK,23,1324000,660,MOBILE,2023-08-14T03:00:01Z,Clean
PERSON,GTB,7,14000,25560,MOBILE,2023-08-14T03:02:09Z,Clean
PERSON,GTB,11,61000,14570,MOBILE,2023-08-14T03:04:20Z,Clean
PERSON,EXAMPLE BANK,10,285000,22060,MOBILE,2023-08-14T03:05:06Z,Clean
PERSON,ACCESS BANK,7,58000,24820,MOBILE,2023-08-14T03:06:04Z,Clean
PERSON,FINTECH BANKS,9,10000,27230,MOBILE,2023-08-14T03:12:15Z,Clean
MERCHANT,FIRST BANK,31,3000,41850,WEB,2023-08-14T03:18:17Z,Clean
PERSON,GTB,19,39000,34480,WEB,2023-08-14T03:18:22Z,Clean
PERSON,FINTECH BANKS,16,7000,8330,MOBILE,2023-08-14T03:20:03Z,Fraud
PERSON,ECOBANK,6,1000,10790,MOBILE,2023-08-14T03:21:03Z,Clean
BUSINESS,UBA,18,43000,14260,MOBILE,2023-08-14T03:21:19Z,Clean
PERSON,GTB,5,210000,71690,WEB,2023-08-14T04:00:07Z,Clean
PERSON,ACCESS BANK,4,43000,65970,MOBILE,2023-08-14T04:05:16Z,Clean
PERSON,FIDELITY BANK,9,1000,740,MOBILE,2023-08-14T04:09:18Z,Clean
PERSON,GTB,6,4000,13780,MOBILE,2023-08-14T04:14:21Z,Clean
MERCHANT,FINTECH BANKS,11,16000,88980,MOBILE,2023-08-14T04:16:21Z,Clean
